,Building_Height_(m),Number_of_Floors,Number_of_People_Rescued,Number_of_Fire_Extinguishers,Number_of_Emergency_Exits,Number_of_Fire_Alarms,Temperature_(_C),Humidity_(%),Wind_Speed_(m_s),Precipitation_(mm),repair,Building_Type_Industrial,Building_Type_Residential,Fire_Occurrence_Yes,Type_of_Fire_Electrical,Type_of_Fire_Negligence,Fire_Scale_Medium,Fire_Scale_Small,Sprinkler_System_Present_Yes,Electrical_Equipment_Inspection_Conducted_Yes,Gas_Equipment_Inspection_Conducted_Yes
479,5,1,41,4,1,0,15.840790687008733,0.5456794054007689,3.167688709408925,8.70339792331783,0.25,0,1,1,0,1,1,0,0,0,0
480,14,4,12,10,4,4,24.63252790049629,0.6387919277981798,1.7752634813816428,43.96908386839071,0.25,0,1,1,0,0,0,0,0,1,1
482,23,6,38,1,8,12,17.797057064060446,0.8724076910760092,0.6,70.58463044865253,0.25,0,0,1,0,1,1,0,1,0,0
483,34,10,50,3,5,6,23.31939059964004,0.40399999999999997,2.907519368388052,2.425301221611413,0.0,0,0,1,0,0,0,0,1,1,0
485,30,8,21,4,14,12,15.1,0.7491599551051749,4.799185058992549,94.1,0.25,0,1,1,0,1,0,1,1,1,1
488,24,7,16,10,8,12,24.22734321031685,0.42174133311020384,4.506151734417858,48.90938392630544,0.0,0,0,1,0,0,1,0,1,0,0
490,31,9,24,7,7,12,16.302691393532236,0.45299952287059836,3.2328429724698884,57.52215915301427,0.0,0,0,1,0,0,1,0,1,0,0
491,28,8,49,3,7,0,27.00681510772873,0.993305002831834,3.1234418216874795,6.494411752223897,0.25,0,0,1,0,1,0,1,0,0,1
492,39,11,21,5,6,4,29.237994946020777,0.7397836093229603,4.141530733333248,48.053913181991824,0.25,0,0,1,0,0,0,1,1,0,0
494,30,8,48,3,11,6,27.70003947113798,0.9940000000000001,4.495438475533549,27.995316977475422,0.75,0,1,1,0,0,0,0,1,1,1
495,32,9,17,2,7,8,29.112526099316284,0.4418173572803464,4.174120204876667,47.10843335886922,0.75,0,0,1,0,0,0,1,1,1,1
496,9,3,46,3,2,5,19.79246918298064,0.6811884427833402,3.847643014634967,69.83932115519181,0.0,0,0,1,0,0,0,1,1,0,1
497,8,2,21,5,4,5,24.576633701628005,0.9470593234461684,1.927405219807231,51.16163225654319,0.25,1,0,1,0,1,0,1,0,0,1
498,7,2,49,4,5,9,18.32216317895294,0.5893868381368129,2.0623458788247366,82.97204077502397,0.25,1,0,1,0,1,1,0,1,0,0
499,36,10,34,8,6,6,27.471246745121963,0.6014724348170167,2.768209227724248,6.430695997543459,0.5,0,0,1,0,1,1,0,0,0,0
500,13,3,21,3,2,0,17.45566968101224,0.5128453238146746,4.104113898217798,11.700994918682852,0.5,0,1,1,0,0,0,0,0,1,1
501,9,3,39,10,2,10,28.24937837655097,0.5995245749208263,2.636627252790149,61.2569640012859,0.25,1,0,1,1,0,0,0,1,0,0
508,23,7,48,6,8,1,26.1688075471271,0.7760724206719619,3.9633766660784926,41.02329911390392,0.0,0,0,1,0,0,0,1,0,0,1
509,15,4,25,4,1,1,21.23283915255332,0.6524821683000058,1.7630461381115057,29.2320594745992,0.75,0,0,1,1,0,0,1,0,0,1
510,23,7,28,6,8,16,17.75850848154544,0.5019627192813221,4.32241384294151,54.77677989999721,0.25,0,0,1,0,0,1,0,1,0,0
512,12,3,23,4,8,14,23.39324214594761,0.9940000000000001,2.495299007517306,35.18949760532701,0.5,1,0,1,1,0,0,0,1,1,1
516,47,14,10,6,14,14,22.88799035603745,0.768771363644843,1.032334332941536,42.78516209446504,0.0,0,1,1,0,0,1,0,1,0,0
521,5,1,0,10,3,8,15.697148976948686,0.40399999999999997,3.591384492961249,86.63105871042764,0.0,0,1,1,0,1,1,0,1,0,0
522,15,4,49,5,3,3,22.00516137471604,0.500303417144622,3.5140738031045364,61.57845666228353,0.0,0,0,1,0,1,0,1,1,0,0
523,24,7,24,6,7,4,17.29251823780678,0.9940000000000001,2.4816302325870354,56.01630486794369,0.25,0,0,1,0,1,0,0,0,0,0
524,15,5,15,7,5,12,24.601411000825347,0.755680998392247,3.033611554586783,72.98181418038763,0.0,0,0,1,0,0,0,1,0,0,0
525,29,9,19,7,9,14,16.264178955680404,0.7355618057688557,1.3532334431948845,77.60572716525316,0.25,1,0,1,0,0,0,0,1,0,0
526,17,5,18,7,1,3,25.35514646362426,0.5326721205108603,2.7202008702259106,2.3,0.25,0,0,1,0,0,1,0,0,0,0
528,28,8,5,6,6,8,18.88424360216881,0.924533016090686,0.6,39.13320218352349,0.25,0,1,1,0,1,1,0,1,0,0
530,25,7,26,3,5,1,17.346754306163355,0.5103286755746061,1.532555412605516,2.940953911869709,0.0,0,1,1,0,0,1,0,0,0,0
532,17,5,37,7,7,7,21.22571775385684,0.7677441942908024,4.479819480665272,63.033361250736014,0.25,0,1,1,0,1,0,1,0,0,0
533,33,9,22,9,11,15,21.639251785263948,0.628180167147401,2.0136256686383165,12.615068917135968,0.0,0,1,1,0,1,1,0,1,0,0
535,18,5,11,2,3,0,21.06666201227022,0.9356583280516471,4.147015037169108,2.3,0.0,0,0,1,0,0,1,0,1,0,0
536,29,8,21,4,10,11,19.914484419053373,0.8504318333963897,1.4441022562349126,91.80090286469968,0.5,0,1,1,0,1,0,0,1,1,1
537,49,14,17,5,17,15,29.7,0.9940000000000001,0.9467632946921802,59.43496502310532,0.5,1,0,1,0,0,0,0,1,1,1
542,23,7,48,2,6,6,15.1,0.9141291988328666,3.929288688015333,48.27847114592122,0.75,0,0,1,0,0,1,0,1,0,0
547,7,2,40,9,7,2,15.1,0.6206722737922375,1.551830710201573,75.0298202561726,0.0,0,1,1,0,0,1,0,1,0,1
551,43,12,20,3,9,8,21.30358201176796,0.7081811909838411,2.528380960078568,2.3,0.25,1,0,1,0,1,1,0,0,0,1
554,33,10,24,5,7,10,22.10658453307049,0.769574244920097,1.7144757486343851,42.94420451858966,0.0,1,0,1,0,0,0,1,1,0,0
555,42,12,26,4,8,9,17.188669064360848,0.4486754549249983,3.305206544268806,37.31391224044315,0.0,0,0,1,0,0,1,0,1,0,0
556,38,11,16,4,9,12,20.58532559220236,0.6532266886055783,3.065055662380696,82.00788049791083,0.25,0,0,1,0,0,0,1,1,1,1
558,5,1,10,7,1,4,15.558773760209736,0.46828338573748873,1.9869325986143147,45.40818423976305,0.0,0,0,1,0,0,1,0,1,0,0
562,28,8,0,10,8,9,20.359394152555303,0.9043732367669293,2.7860100433445085,57.49099740021893,0.5,0,0,1,0,1,0,0,1,0,0
563,19,5,6,7,5,0,18.73951623015351,0.6291223467860714,0.6,2.3,0.5,0,1,1,0,1,0,1,1,0,0
566,35,10,50,4,5,7,17.12480945332332,0.5012731005066443,4.173196534149136,28.19473573296112,0.0,0,0,1,1,0,0,0,0,0,0
568,17,5,42,3,6,4,24.12821171291632,0.626995556886237,4.455154517570718,55.67197211405539,0.0,0,1,1,0,0,0,1,1,0,0
569,42,12,31,5,11,9,15.1,0.6519228394868111,4.565047999581205,45.5390207705704,0.5,0,0,1,1,0,1,0,1,1,0
570,5,1,24,2,2,1,17.19300137774742,0.8521468537035086,3.420052107015858,35.173483632085095,0.25,0,1,1,0,0,1,0,1,0,1
572,49,14,50,1,13,9,26.16662512556391,0.6645447470627447,4.222277069222112,29.2194265949524,0.25,0,0,1,0,0,0,0,0,0,0
580,5,1,13,5,2,0,15.1,0.6449186009724834,4.402741768138037,26.75156729900707,0.25,0,1,1,0,0,0,0,0,1,0
581,16,5,32,5,3,12,28.54746056502134,0.6225836023188573,3.6957047135869616,21.408275188618767,0.0,0,1,1,0,1,0,1,0,1,0
587,5,1,21,7,1,0,19.68100772353328,0.5850249211098554,2.941754403605493,37.98116374083836,0.0,0,1,1,0,0,1,0,0,0,0
588,31,9,5,4,12,8,15.1,0.831300244899761,3.5297408075660583,36.1706377353166,0.5,0,0,1,0,1,0,1,0,0,1
593,18,5,24,6,6,2,19.534036947236128,0.680999599599736,4.709190323847563,59.52931029468186,0.25,0,1,1,0,1,0,0,1,0,0
596,37,11,50,1,10,8,29.7,0.949518237643137,2.796714704361202,53.76667512930763,0.0,1,0,1,0,0,0,1,1,1,1
598,17,5,17,3,2,8,27.82348886193646,0.7537098986296233,2.102553659185358,16.551131846471907,0.0,0,0,1,0,0,1,0,0,0,0
603,27,8,50,4,4,12,27.48899968932073,0.6256108686496632,4.638866179241529,72.22390778247473,0.0,1,0,1,0,0,0,1,0,0,0
604,22,6,35,6,5,13,20.535065399800068,0.7170848473410399,3.66811073814264,54.688718556971466,0.0,1,0,1,0,0,0,1,1,0,0
610,13,3,50,1,1,6,26.54283417576711,0.9324108579786692,1.9283880239704991,25.80533337427996,0.25,1,0,1,1,0,1,0,0,0,0
611,5,1,40,9,1,1,16.87762233867368,0.5739205719127256,3.805861468160847,69.50053114727012,0.0,0,0,1,0,1,0,0,1,0,0
612,5,1,49,10,1,0,15.1,0.7006777337959016,2.601440600470656,2.3,0.75,0,1,1,0,0,0,1,1,0,0
613,29,9,19,3,5,8,24.20577868184132,0.40399999999999997,3.811198645855539,64.24759451492866,0.0,0,1,1,0,0,1,0,0,0,1
616,15,4,24,3,1,7,22.787217768600648,0.438840678582803,3.443771085878704,85.57741022444904,0.0,0,1,1,0,0,0,0,1,0,1
617,17,5,24,10,7,13,23.85422495042186,0.8234984359827776,2.976348817074588,94.1,0.0,1,0,1,0,1,0,0,0,1,1
619,19,5,27,6,8,11,20.92892732756959,0.680859281757118,0.7925109336168881,56.9680902390169,0.25,0,0,1,0,0,0,1,1,0,1
621,45,13,0,5,10,13,28.23051312611948,0.9204731939858948,2.8514775627222586,34.4715795968444,0.0,0,0,1,0,0,0,1,1,0,0
623,8,2,18,6,5,2,17.48929379687894,0.7375846737260185,1.965400995173879,47.62268752713038,0.25,0,1,1,0,0,1,0,1,0,0
626,18,5,48,5,4,2,21.775924383747235,0.7484446235201166,3.9572162665021655,87.34657611306261,0.0,0,0,1,0,0,0,1,1,0,0
627,25,7,18,6,7,2,17.193506026463588,0.825723041747091,0.6,41.29826138020004,0.5,0,1,1,0,1,1,0,0,1,1
631,15,4,17,9,7,6,26.287733776432468,0.49341665791366957,4.9,80.34451968039504,0.25,0,1,1,0,0,0,1,0,0,0
632,10,2,23,6,3,6,21.71852030350102,0.8277091966685467,1.8186536294239244,12.08100799842616,0.25,0,1,1,0,0,0,1,1,0,0
633,23,6,48,2,3,0,23.540280098453568,0.6880732372154992,4.9,20.12644508953675,0.25,0,0,1,0,0,1,0,1,0,1
634,22,6,10,9,9,4,15.62095819775249,0.9226764094682184,4.0747101333749525,70.39768578950685,0.75,0,1,1,0,1,0,1,0,1,0
635,28,8,11,5,7,0,18.35375750891509,0.8744817726339571,1.71392109374289,2.3,0.0,0,1,1,0,0,1,0,0,0,0
636,36,10,39,2,11,11,29.7,0.8290332063606521,3.831947696783124,33.96339061927978,0.25,1,0,1,0,1,0,0,1,0,0
637,19,6,15,7,8,9,16.955035934041533,0.7749806638120076,3.952890220576883,20.7485343654488,0.75,0,1,1,0,1,0,1,1,1,0
638,31,9,8,8,5,8,20.155015042457663,0.4085232742539461,1.1044044950214569,50.55739236658283,0.0,0,0,1,0,0,1,0,1,0,0
643,29,8,12,7,4,10,21.48888678643742,0.6048716834721263,1.7762216733552787,48.25284490667481,0.0,0,0,1,0,0,0,0,1,0,0
644,28,8,29,8,8,7,22.94473128480296,0.7961025428590858,2.0605698512501265,77.38157073967848,0.75,0,0,1,0,0,0,0,1,1,1
646,42,12,1,1,7,9,22.653279991985247,0.7914657941799588,1.5043114259413677,32.76913967752314,0.5,0,0,1,0,0,0,1,0,0,0
647,45,13,36,8,12,9,27.24301086297657,0.670384978731054,1.76575345140434,10.616856976680271,0.5,0,1,1,0,1,1,0,0,1,1
650,24,7,14,7,4,6,20.48057068214151,0.7188101526109486,1.2736143953493717,72.26749256790231,0.5,0,0,1,0,1,0,1,1,0,0
652,25,7,23,6,9,12,27.72331775253441,0.6100182549357586,4.9,58.948395361631086,0.25,0,1,1,0,1,0,0,1,1,1
653,11,3,40,9,2,4,26.991046647194263,0.7760732057894654,3.3851752215705826,45.54551818978398,0.25,1,0,1,1,0,0,1,1,0,0
654,37,10,35,6,10,1,18.09364923499336,0.9382905624878124,4.159006446331713,52.19452758555165,0.75,0,1,1,0,0,0,0,1,0,1
655,25,8,19,2,8,11,15.1,0.6100448194709029,3.6645606907131656,62.52982846222213,0.0,0,1,1,0,0,0,1,1,0,1
659,27,8,9,8,11,7,18.25024094368917,0.8259766911000567,2.5260522578540723,9.294529176291952,0.0,0,1,1,0,0,0,1,0,0,0
665,17,5,20,4,4,6,27.885323090947708,0.7411487583937294,4.9,27.18040538226329,0.5,0,1,1,0,0,0,1,1,0,0
666,5,1,19,5,1,4,18.63031748909677,0.969147468332734,2.519864978494556,16.18529888074641,0.0,0,1,1,0,1,1,0,0,0,0
673,5,1,34,7,4,1,18.701749661280303,0.757174439820053,4.528499780704204,8.375641410670465,0.25,1,0,1,0,1,1,0,0,0,0
682,15,4,7,4,1,4,20.041022838213152,0.783072046632746,3.5697719466793707,40.21662818967573,0.0,0,1,1,0,1,0,1,1,0,0
683,23,7,0,5,6,7,23.68743836622828,0.803295945534538,1.2023531943628585,2.3,0.25,0,1,1,0,0,0,0,0,0,1
686,25,7,0,6,10,2,22.475169058479963,0.9940000000000001,3.48396986413232,6.329684483684286,0.0,0,1,1,0,0,0,1,1,0,0
687,11,3,23,3,3,8,15.1,0.6402134205587712,1.4438932387884806,11.976852351086936,0.25,0,0,1,0,0,1,0,0,0,0
689,33,10,32,8,12,6,22.73690311990224,0.8681746650383738,1.2179918248694857,79.8469819140171,0.25,0,0,1,0,1,1,0,1,0,1
693,25,7,33,2,8,0,23.49050601861346,0.9940000000000001,2.6023912745362363,4.463715266670178,0.75,0,0,1,0,1,0,0,0,1,1
694,19,5,0,5,5,13,16.275816006947068,0.55375879031705,2.432260002140407,40.04256067758081,0.25,0,1,1,0,0,0,0,0,1,1
708,37,10,22,2,11,10,29.57733632647819,0.9940000000000001,3.015369038500162,55.63208802669224,0.75,0,0,1,0,1,0,1,1,0,1
713,15,4,9,10,3,11,19.47055275377926,0.40399999999999997,2.117197211985238,80.94928513599292,0.0,0,0,1,0,1,0,1,1,0,0
714,45,13,21,1,11,9,15.1,0.6304100863020693,2.1783973017438,71.7838541764242,0.25,0,0,1,0,0,0,0,1,0,1
715,49,14,33,5,11,9,29.7,0.5729308493941319,4.9,61.26328786566924,0.0,1,0,1,0,0,0,1,1,0,1
716,40,12,0,4,9,4,19.8988637200222,0.6468266232190563,2.129041001995036,20.86490560725204,0.25,0,0,1,0,0,1,0,0,0,0
717,25,7,0,5,1,4,15.1,0.40399999999999997,4.01151945647552,2.3,0.25,0,1,1,0,1,0,1,0,0,0
718,9,2,35,4,4,4,21.676848132158543,0.728465834655499,4.521095494621683,2.3,0.5,0,1,1,0,1,0,1,1,0,0
721,21,5,40,10,6,6,20.854777119800108,0.5161945940860627,1.50127361426937,94.1,0.0,0,0,1,0,0,0,0,1,0,0
723,21,6,38,1,4,3,17.582871463242025,0.6141480902973702,3.195142208506919,28.211205131923474,0.5,0,1,1,0,1,1,0,1,1,1
724,12,3,33,4,4,0,22.336531666703912,0.9940000000000001,0.6,30.237427258914384,0.75,0,1,1,0,1,0,0,1,0,0
727,25,7,12,8,14,17,18.50035609011228,0.9940000000000001,1.1296312811916258,61.0046241726818,0.0,0,1,1,0,1,0,0,1,0,1
728,49,14,25,6,10,10,21.965621587353848,0.5492284239042519,3.2539478561850856,51.73825935753291,0.5,1,0,1,0,1,0,1,0,0,0
732,37,11,36,1,14,18,18.56573087495962,0.9940000000000001,0.8881406131366298,47.849473346272745,0.25,1,0,1,0,0,0,0,1,0,0
733,36,10,2,4,7,10,27.37484815800957,0.6458800629532914,2.56011263647524,40.36741739860236,0.75,1,0,1,0,1,1,0,1,0,0
734,8,3,0,9,1,9,17.601119330369826,0.5658806078299362,3.0634904003635324,79.85121047986202,0.25,0,0,1,0,1,0,1,1,0,0
735,19,5,21,7,9,11,24.13014932489973,0.656315054126081,4.581218763437356,88.06203174184677,0.75,0,0,1,0,1,0,1,1,1,1
738,10,3,21,6,7,10,16.977622317117003,0.7613885435853881,2.964867917035121,86.07945565620427,0.0,0,1,1,0,0,0,0,1,0,0
740,45,13,19,6,13,9,28.49324386053353,0.8461356340341867,0.6,52.01594917481981,0.25,0,0,1,0,0,0,0,1,1,1
744,20,6,36,4,8,14,23.562666319462583,0.9820404348046589,2.8971955749785328,34.126896588076114,0.75,1,0,1,0,1,0,0,1,1,0
746,38,11,33,5,10,8,21.902861981902912,0.7754782060051855,3.978989922579912,11.79769877631652,0.25,0,1,1,0,0,0,1,1,0,0
751,44,12,25,8,9,9,29.7,0.5462477011836322,0.6,24.952584333994665,0.25,0,1,1,0,1,0,0,0,0,1
753,37,11,34,4,10,11,21.30243321863882,0.8242106352628789,4.832525540834703,46.21902647146225,0.25,1,0,1,1,0,1,0,1,1,1
755,20,6,44,3,2,11,27.12329858432569,0.5113786027134046,2.24099057420792,49.4610242016867,0.0,1,0,1,0,0,1,0,1,0,0
759,19,6,24,6,9,6,19.31528915274976,0.891924758598365,4.819848469408209,62.0670646367182,0.5,0,1,1,0,0,0,0,0,1,1
770,5,1,28,6,1,4,25.91008962433084,0.6669306541219737,3.195286588578808,60.71436157293346,0.0,0,0,1,0,0,0,0,0,0,1
777,30,9,31,4,7,5,22.4195018507618,0.572683694836337,4.9,62.59954746895845,0.5,1,0,1,0,1,0,1,1,0,0
782,33,9,35,1,6,5,27.89325458453976,0.7427998191973383,4.745057157330514,2.3,0.0,0,1,1,0,0,1,0,0,0,0
785,6,2,42,1,1,0,15.1,0.8142702226119495,1.709258418797507,25.86441896767051,0.0,0,0,1,0,1,0,1,1,0,0
787,40,11,12,1,10,8,17.87012190357573,0.860007745210356,3.0298305698859864,41.22341925140735,0.25,0,1,1,0,1,0,1,1,0,1
788,26,7,37,6,7,0,17.522852798611307,0.54633576378246,4.271220126493102,40.392003745724224,0.0,0,1,1,0,0,0,1,1,1,1
790,5,1,28,10,1,6,25.775950135397785,0.8290393715549628,0.976683665687064,34.70677336564742,0.25,1,0,1,0,0,0,1,0,0,1
791,5,2,24,6,2,5,22.36435544880005,0.6438142795295247,2.566118479141977,52.66193187427831,0.0,1,0,1,0,1,0,1,0,0,0
793,24,7,37,5,2,8,23.80954570121602,0.8346404406774591,1.4388639029020078,19.736410199221595,0.75,1,0,1,0,1,1,0,0,0,1
795,29,8,36,8,5,6,19.968740850984688,0.9877553110542848,1.0212956028056264,2.3,0.0,0,0,1,0,1,0,1,0,0,0
796,42,12,21,6,11,8,26.38897979777921,0.9195453341009744,4.49164909174285,56.76619544087262,0.75,1,0,1,0,1,0,1,1,1,1
798,19,6,42,4,4,6,15.1,0.73748776698297,2.583853145254936,59.54529843554982,0.25,1,0,1,0,1,0,1,0,0,0
805,13,4,23,7,6,3,15.12000553046766,0.9940000000000001,1.3915491913571802,33.8333751872763,0.25,0,0,1,1,0,1,0,1,0,0
808,22,6,22,6,12,4,19.76460932656236,0.9940000000000001,2.769017317436594,53.652502483023895,0.25,0,1,1,0,1,0,0,1,1,1
810,30,9,45,3,6,7,21.28289345854059,0.6497957208719809,3.279407291058422,38.63144617897324,0.0,0,0,1,0,1,1,0,1,0,0
813,16,5,30,6,4,4,26.052808052208107,0.7383003557741009,3.3882887841865847,38.7998784931503,0.25,1,0,1,0,0,1,0,1,0,1
814,17,4,20,9,5,2,15.1,0.5730885155893286,0.6626545461942674,38.65509121273527,0.0,0,1,1,0,0,0,1,0,0,0
818,37,11,26,6,11,8,29.7,0.7078914077795363,1.5965818477424358,35.151656558961506,0.25,0,1,1,0,0,0,0,1,0,1
819,17,5,20,2,5,6,21.805098427732894,0.6824232635696488,2.894717058036868,2.3,0.25,0,1,1,0,0,1,0,1,0,0
821,45,13,25,7,12,10,23.5089941520397,0.8060392873522855,4.9,46.68327022917098,0.75,0,0,1,1,0,1,0,1,0,0
823,22,6,11,4,6,4,20.320362832995453,0.9572012489265675,2.681123467109302,58.87477086285073,0.0,1,0,1,0,0,1,0,1,0,0
824,41,12,29,5,10,9,29.7,0.6879383341430456,4.9,20.59665757828429,0.75,1,0,1,0,1,1,0,1,0,0
825,27,7,24,5,3,1,18.43778158268616,0.60230765818718,3.8235128084557424,2.3,0.0,0,0,1,0,1,1,0,0,0,0
829,31,9,21,4,9,6,23.855200069316485,0.7767200922588535,1.045556593866568,24.90880616153981,0.0,0,0,1,0,0,0,1,1,0,1
835,22,6,40,8,8,14,18.181074254484333,0.7330206163025994,1.852556688253884,75.51353870627446,0.0,1,0,1,0,0,0,1,0,1,1
837,30,9,38,6,14,17,19.66662325014284,0.7695995151360944,3.378190353681015,94.1,0.25,1,0,1,0,1,1,0,1,1,1
838,33,9,20,9,10,10,19.326567377204213,0.7183786642172246,2.3894780030548253,15.559221246733845,0.25,0,1,1,0,1,0,1,1,0,0
839,9,2,12,5,1,10,17.76086521293229,0.7488074814884048,3.2880860923932795,2.3,0.25,1,0,1,0,1,0,1,1,0,0
841,20,6,50,3,7,8,24.43442011225917,0.6646365907118849,4.9,62.25193436666121,0.25,1,0,1,1,0,0,1,1,1,1
845,39,11,19,6,8,0,20.52365168231822,0.6980593573095502,1.6601110431320705,61.02697599486447,0.5,0,0,1,0,0,0,0,1,1,1
846,29,7,27,6,4,5,18.12393620140124,0.5859500931546475,3.427313683737511,2.3,0.25,0,1,1,0,0,1,0,0,0,0
847,18,5,25,7,7,6,23.32583521062074,0.9940000000000001,2.32693217550963,8.207376897158952,0.25,0,0,1,0,0,1,0,0,0,0
848,22,7,50,1,5,5,26.412862229992296,0.9621137419261819,4.464575260821524,38.81013798556518,0.25,1,0,1,0,1,1,0,0,1,1
849,5,1,21,3,6,4,16.714691476289666,0.8593279177845349,4.5219094025348925,2.3,0.75,0,1,1,0,1,1,0,1,0,0
850,5,1,40,5,1,1,22.328056769067253,0.8539013871473824,2.452194265846141,12.617765681569576,0.25,1,0,1,0,0,1,0,0,0,0
853,31,9,35,5,6,4,21.93775678269304,0.8954848247540448,2.918952571518835,49.56372162353443,0.75,1,0,1,1,0,1,0,0,1,0
855,14,4,1,10,1,4,20.1291166800342,0.5681848146229251,2.5172391587980307,53.911995705638674,0.0,1,0,1,0,0,1,0,1,0,1
861,16,4,38,3,1,0,28.90138792991965,0.7993162344656026,4.873074311398098,7.618015417386807,0.0,0,0,1,0,0,0,1,0,0,0
862,38,11,27,7,8,7,21.043874394849546,0.5812308403095972,1.0437194260385343,24.36714912887689,0.25,0,0,1,0,0,0,1,1,0,0
864,17,5,18,6,1,1,23.066637132355,0.40399999999999997,3.65452502813523,24.74827746737378,0.0,0,0,1,0,0,1,0,0,0,0
866,49,14,44,7,12,11,24.394912660726344,0.8317648426994962,1.5688734529048365,26.766528943583708,0.75,1,0,1,0,0,0,1,0,0,0
870,21,6,28,3,6,9,29.7,0.9940000000000001,3.1985308716550787,62.525376070704965,0.0,1,0,1,0,0,0,1,0,0,1
873,44,12,24,2,8,15,28.271102038506065,0.7811483092501527,2.3655915874744675,69.72355518409944,0.75,1,0,1,0,1,0,0,1,1,1
876,28,8,35,2,8,5,23.958875376985112,0.5837539432156111,3.136526840361204,50.42194204734672,0.5,0,0,1,0,0,1,0,1,1,1
882,42,12,18,3,11,10,20.53962267809892,0.80336065517308,3.066870165995,19.23488788913027,0.5,1,0,1,0,0,0,0,0,0,1
886,10,3,50,1,1,3,25.725495021331223,0.7005583329347905,2.808451365313674,5.698210071786011,0.25,0,1,1,0,1,1,0,0,0,0
891,7,2,38,10,5,10,17.63764997289868,0.5178092488271109,2.496637874356524,59.527179927002166,0.0,0,0,1,0,1,0,1,1,0,0
894,36,10,23,3,5,1,18.18853416527584,0.7226880226247911,0.9521551013406276,43.76656954353024,0.5,0,0,1,0,0,0,0,0,1,1
897,25,7,9,3,3,4,22.576887129380875,0.8810117330611376,2.020945946811024,2.3,0.75,1,0,1,0,1,0,1,0,1,0
899,6,2,24,6,2,0,15.1,0.40399999999999997,4.206928046566109,10.22686797213765,0.25,0,1,1,0,0,0,1,1,0,0
907,12,3,21,5,1,0,15.1,0.5868715400108688,0.8204063082239164,8.328385178905858,0.0,0,0,1,0,0,0,0,0,0,0
911,23,7,16,1,2,4,27.894128898807853,0.5650191111552989,3.183688179326025,26.46752256091399,0.25,0,0,1,0,0,0,1,1,0,1
913,37,10,35,7,13,6,19.15032954736257,0.8179699972645147,1.432739143111286,83.09526928242369,0.25,0,1,1,0,0,1,0,1,0,0
917,36,10,0,10,13,11,18.538509820879327,0.767831534812488,1.1809952429594917,62.59063907455643,0.25,0,1,1,0,1,1,0,1,0,0
918,11,3,7,6,1,0,15.1,0.41213756313079325,1.7536761932015548,60.21134756817332,0.25,0,1,1,0,0,0,1,1,0,0
920,21,6,22,4,4,3,23.776063627189625,0.9940000000000001,3.187088785919106,33.67629623990642,0.0,0,0,1,0,0,0,0,1,1,1
926,37,11,34,6,5,5,22.741456096146223,0.4845245596092073,4.9,2.3,0.75,0,0,1,0,1,1,0,1,0,0
927,30,9,24,4,9,14,27.92207845869997,0.8509669005294473,3.5590587067129986,28.114709978599407,0.25,1,0,1,0,1,1,0,0,1,1
929,46,13,22,2,11,8,20.85800133194808,0.9940000000000001,3.4112492922674624,14.654271198778767,0.75,0,0,1,0,0,0,0,0,0,1
930,33,10,24,6,12,4,19.71791254368853,0.6832926244715674,2.825299812125889,42.59598358235096,0.0,0,1,1,0,0,0,0,0,0,0
932,36,10,29,4,10,3,19.823349886453943,0.792160126321492,2.115020512333766,27.337805495598083,0.25,0,1,1,0,0,0,1,0,0,0
935,14,4,38,6,4,0,17.24990649652953,0.7637839976723346,3.079934441033682,2.3,0.75,0,0,1,0,0,0,1,0,0,0
937,22,6,23,5,9,10,18.477485819474293,0.7197839911078528,2.516349599145009,26.387566838669088,0.25,0,1,1,0,1,1,0,1,0,0
939,15,4,34,3,5,7,24.199937585584244,0.8022075023028412,3.079526786346278,43.891730742488434,0.25,0,1,1,0,0,0,1,0,1,0
940,45,13,1,4,6,12,17.993177575664443,0.4285009875747653,1.5212956991230664,74.20572294213409,0.25,0,0,1,0,0,0,1,0,0,0
945,36,10,3,3,5,4,22.262000350553382,0.7963674088890917,2.300185377576284,5.069323907415111,0.75,0,1,1,0,0,1,0,0,0,1
946,40,11,14,6,10,11,22.508410492506883,0.8532280844012969,1.509886028265604,54.835985836585934,0.25,1,0,1,0,1,0,1,1,1,1
947,28,8,29,5,5,0,17.499499928830698,0.5768729867565575,3.8151305940567055,43.781078557094126,0.0,0,0,1,0,0,0,1,0,0,0
949,8,3,19,2,6,7,22.394371062229368,0.8030345017188961,2.8167580737383617,88.08076502347205,0.0,0,0,1,0,0,0,1,0,0,0
950,18,5,25,2,5,3,15.1,0.8823555097270329,2.398284675715134,4.192592621062062,0.0,0,1,1,0,1,1,0,1,0,0
951,31,9,46,2,10,13,17.547274922555662,0.8069112188822223,2.96787621010667,89.30140824394489,0.25,0,0,1,1,0,0,1,1,1,1
954,49,14,10,3,14,4,18.16796407623192,0.688983459162304,4.165715385157929,2.3,0.5,0,1,1,0,1,0,0,0,1,1
960,41,12,28,1,12,10,20.403959834365555,0.9940000000000001,3.5844280004532685,39.660887290575005,0.75,0,1,1,0,0,1,0,1,1,1
961,20,5,24,1,5,10,26.961293795959207,0.7970580749607382,4.871169499449329,15.409008131518709,0.25,0,0,1,0,0,0,1,1,1,0
963,7,2,34,5,1,1,15.1,0.5002132352959859,2.216655827413315,41.078903829571566,0.0,0,1,1,0,0,1,0,0,0,0
